Código,Nome,Tipo,Status,Data de criação,Latitude,Longitude
AAU0007,"Santa Fé, Acaraú-CE",Greenfield,Ativo,2024-11-14 20:25:54,-3.278738,-39.962598
FLA0090,Fortaleza-CE,Rooftop,Ativo,2023-09-08 20:04:32,-3.733822,-38.493038
PWM0010,Parnamirim-RN,Rooftop,Ativo,2024-05-21 18:41:00,-5.928662,-35.260515
SHD0005,Serra Talhada-PE,Greenfield,Ativo,2024-05-21 18:45:56,-7.992706,-38.288722
CGE0001,Campina Grande-PB,Greenfield,Ativo,2024-05-22 15:01:50,-7.192366,-35.896421
CGE0038,Campina Grande-PB,Rooftop,Ativo,2024-05-22 15:03:57,-7.233818,-35.861454
POS0003,Patos-PB,Greenfield,Ativo,2024-05-22 15:04:57,-7.022507,-37.286386
POS0008,Patos-PB,Greenfield,Ativo,2024-05-22 15:05:05,-7.009983,-37.286756
TMN0008,Timon-MA,Greenfield,Ativo,2024-05-22 15:05:57,-5.10926,-42.85275
TMN0013,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:16,-5.107477,-42.835434
TMN0014,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:20,-5.115411,-42.843405
TMN0016,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:29,-5.127627,-42.825447
TMN0019,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:41,-5.144459,-42.848198
PNA0003,Parnaiba-PI,Greenfield,Ativo,2024-05-22 15:10:49,-2.927255,-41.751662
PNA0004,Parnaiba-PI,Greenfield,Ativo,2024-05-22 15:10:55,-2.92775,-41.762944
PNA0015,Parnaiba-PI,Greenfield,Ativo,2024-05-22 15:11:41,-2.940333,-41.752111
JPA0023,João Pessoa-PB,Rooftop,Ativo,2024-05-22 15:19:24,-7.12257,-34.833815
TSA0002,Teresina-PI,Greenfield,Ativo,2024-05-22 15:24:52,-5.042111,-42.746417
TSA0003,Teresina-PI,Greenfield,Ativo,2024-05-22 15:24:57,-5.026886,-42.742022
TSA0029,Teresina-PI,Greenfield,Ativo,2024-05-22 15:26:42,-5.10105,-42.761123
TSA0039,Teresina-PI,Greenfield,Ativo,2024-05-22 15:27:25,-5.104804,-42.730995
TSA0040,Teresina-PI,Greenfield,Ativo,2024-05-22 15:27:29,-5.10506651669,-42.7407802822
TSA0041,Teresina-PI,Rooftop,Ativo,2024-05-22 15:27:33,-5.11307,-42.741046
TSA0042,Teresina-PI,Greenfield,Ativo,2024-05-22 15:27:37,-5.114288,-42.749996
TSA0043,Teresina-PI,Greenfield,Ativo,2024-05-22 15:27:41,-5.117143,-42.707328
TSA0048,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:01,-5.010044634923742,-42.781719769855066
TSA0052,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:18,-4.9823216359,-42.8162073664
TSA0056,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:36,-5.022345,-42.81419
TSA0071,Teresina-PI,Greenfield,Ativo,2024-05-22 15:29:37,-5.073033,-42.81742
TSA0083,Teresina-PI,Greenfield,Ativo,2024-05-22 15:30:30,-5.097694,-42.804056
TSA0096,Teresina-PI,Greenfield,Ativo,2024-05-22 15:31:31,-5.130687,-42.774189
TSA0102,Teresina-PI,Greenfield,Ativo,2024-05-22 15:31:58,-5.144391,-42.784307
TSA0109,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:31,-5.154565,-42.761196
TSA0111,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:44,-5.171736,-42.772947
CEA0002,"Ubaúna, Coreaú-CE",Greenfield,Ativo,2024-08-08 13:47:56,-3.743322,-40.689725
SGA0012,São Gonçalo do Amarante-CE,Rooftop,Ativo,2024-08-08 14:12:29,-3.5482242,-38.8158057
PQE0004,Pesqueira-PE,Greenfield,Ativo,2024-08-08 14:14:16,-8.364865,-36.689665
BJM0005,Belo Jardim-PE,Greenfield,Ativo,2024-08-08 14:14:28,-8.332401,-36.430415
ARR0008,Araripina-PE,Greenfield,Ativo,2024-08-08 14:15:00,-7.572062,-40.483922
SZC0003,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:12,-7.952335,-36.216749
SZC0005,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:21,-7.933536,-36.216258
SZC0009,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:36,-7.932255,-36.193496
SZC0013,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:52,-7.960089,-36.212698
SZC0014,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:56,-7.971223,-36.209011
JDR0003,"Agrovila do Pa Guararapes, Jandaira-RN",Greenfield,Ativo,2024-09-19 20:02:18,-5.334405,-36.183289
PUX0002,"Ipueiras, Paulista-PB",Greenfield,Ativo,2024-09-20 15:44:52,-6.661049,-37.554127
GNJ0003.1,"Parazinho, Granja-CE",Greenfield,Ativo,2024-10-10 13:48:55,-3.033763,-40.674525
SOL0029,"Taperuaba, Sobral-CE",Greenfield,Ativo,2024-11-14 20:30:46,-4.075156,-39.95339
NOE0004,"Três Irmãos, Novo Oriente-CE",Greenfield,Ativo,2024-11-18 11:35:35,-5.581611,-40.843963
EXZ0009.1,Extremoz-RN,Greenfield,Ativo,2024-11-25 14:39:30,-5.721889,-35.207523
PFR0004,Pau dos Ferros-RN,Greenfield,Ativo,2024-11-27 14:12:07,-6.145194,-38.206004
CRU0014.1,Caruaru-PE,Greenfield,Ativo,2024-12-05 18:44:45,-8.293722,-35.966028
CIE0007,"Vazante do Curu, Canindé-CE",Greenfield,Ativo,2024-01-08 18:02:49,-4.413727449138227,-39.603312852530195
NTL0037,Natal-RN,Rooftop,Ativo,2024-01-08 18:15:14,-5.783758260133919,-35.196834926637955
BTT0005,"Boa Vista, Baturité-CE",Greenfield,Ativo,2024-05-21 18:37:25,-4.296011,-38.857922
RDC0005,"Outeiro de Fora, Redenção-CE",Greenfield,Ativo,2024-05-21 18:38:05,-4.198208,-38.736493
IPZ0002,"Torrões, Ipaporanga-CE",Greenfield,Ativo,2024-05-21 18:39:26,-4.8525,-40.727083
CBD0008,Cabedelo-PB,Rooftop,Ativo,2024-05-21 18:42:12,-7.041726,-34.842061
TMN0009,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:01,-5.103819,-42.844772
TMN0012,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:12,-5.107789324605227,-42.826857774942745
TMN0020,Timon-MA,Greenfield,Ativo,2024-05-22 15:06:44,-5.072397,-42.879433
NTL0085,Natal-RN,Greenfield,Ativo,2024-05-22 15:16:53,-5.8547043468019035,-35.20944347410358
TSA0004,Teresina-PI,Greenfield,Ativo,2024-05-22 15:25:01,-5.042075,-42.732851
TSA0006,Teresina-PI,Greenfield,Ativo,2024-05-22 15:25:09,-5.051888,-42.751019
TSA0008,Teresina-PI,Greenfield,Ativo,2024-05-22 15:25:18,-5.061896755342451,-42.756500177173706
TSA0024,Teresina-PI,Greenfield,Ativo,2024-05-22 15:26:23,-5.083112238529951,-42.788070753432535
TSA0044,Teresina-PI,Greenfield,Ativo,2024-05-22 15:27:45,-4.998759,-42.832664
TSA0053,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:23,-4.981755,-42.828193
TSA0084,Teresina-PI,Greenfield,Ativo,2024-05-22 15:30:34,-5.093724691722277,-42.793338479884355
TSA0087,Teresina-PI,Greenfield,Ativo,2024-05-22 15:30:48,-5.104514,-42.794554
TSA0095,Teresina-PI,Greenfield,Ativo,2024-05-22 15:31:27,-5.12751,-42.785578
TSA0103,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:03,-5.141449,-42.775004
TSA0104,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:08,-5.149847,-42.775591
TSA0112,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:48,-5.178806,-42.789278
TSA0115,Teresina-PI,Greenfield,Ativo,2024-05-22 15:33:00,-5.207203,-42.760529
TSA0118,Teresina-PI,Greenfield,Ativo,2024-05-22 15:33:12,-5.198725,-42.744271
PQE0002,Pesqueira-PE,Greenfield,Ativo,2024-08-08 14:14:08,-8.3578,-36.694724
ARR0007,Araripina-PE,Greenfield,Ativo,2024-08-08 14:14:56,-7.590455,-40.501073
CUD0001,Custodia-PE,Greenfield,Ativo,2024-08-08 14:15:47,-8.086621000600042,-37.64157029911811
JPA0103,João Pessoa-PB,Rooftop,Ativo,2024-08-26 14:36:06,-7.128324,-34.824854
SZC0006,Santa Cruz Do Capibaribe-PE,Greenfield,Ativo,2024-09-05 13:33:24,-7.942102,-36.20915
TTA0005,Toritama-PE,Greenfield,Ativo,2024-09-10 19:36:08,-8.013347,-36.050794
ACV0008.1,Arcoverde-PE,Greenfield,Ativo,2024-11-05 14:50:16,-8.403778,-37.067583
CHA0002,"Passagem, Chaval-CE",Greenfield,Ativo,2024-11-14 11:36:51,-3.126636,-41.175613
CZH0005,"Cedro, Chorozinho-CE",Greenfield,Ativo,2024-11-14 11:37:05,-4.309952,-38.397379
FRQ0003,"Salgado dos Mendes, Forquilha-CE",Greenfield,Ativo,2024-11-14 20:25:49,-3.920599,-40.297586
NOE0003,"Santa Maria, Novo Oriente-CE",Greenfield,Ativo,2024-11-14 20:26:00,-5.530382,-40.665062
FRQ0004,"Trapiá, Forquilha-CE",Greenfield,Ativo,2024-11-18 11:35:31,-3.8918027658689334,-40.259988534897666
PFR0007,"Jatobá, Pau Dos Ferros-RN",Poste de Concreto,Ativo,2024-11-27 14:12:03,-6.121822,-38.13796
ECT0003,"Várzea Nova, Encanto-RN",Poste de Concreto,Ativo,2024-11-28 15:32:45,-6.112341,-38.267343
GBI0007.1,"Contendas, Guarabira-PB",Greenfield,Ativo,2024-12-03 17:24:20,-6.896142,-35.462301
TSA0014.1,Teresina-PI,Greenfield,Ativo,2024-12-10 14:39:16,-5.0579600813081385,-42.77877850594902
JPA0090.1,João Pessoa-PB,Greenfield,Ativo,2024-12-16 16:40:49,-7.200382,-34.872713
CBD0012,Cabedelo-PB,Greenfield,Ativo,2024-12-26 17:22:45,-7.025361,-34.834278
JPA0080.1,João Pessoa-PB,Greenfield,Ativo,2024-12-26 18:58:02,-7.183594,-34.887534
JPA0095.1,João Pessoa-PB,Greenfield,Ativo,2024-12-26 19:45:59,-7.223215,-34.813204
CWX0003,Conde-PB,Greenfield,Ativo,2023-11-01 14:44:25,-7.244056,-34.928522
JAT0002,"Balanças, Jati-CE",Greenfield,Ativo,2024-01-08 18:06:38,-7.73945,-39.050255
MBC0004,"Cangati, Mombaça-CE",Greenfield,Ativo,2024-01-17 12:49:53,-5.893271,-39.598504
CED0004,"Várzea da Conceição, Cedro-CE",Greenfield,Ativo,2024-05-21 18:32:22,-6.477315737105212,-39.11385695483809
MSS0005,"Aiuá, Massapê-CE",Greenfield,Ativo,2024-05-21 18:34:47,-3.451923,-40.472642
GRN0006,"Descoberta, Guaraciaba Do Norte-CE",Greenfield,Ativo,2024-05-21 18:36:18,-4.24838531797901,-40.87902101605493
SNQ0004,"Areial, Santa Quitéria-CE",Greenfield,Ativo,2024-05-21 18:37:06,-3.982222228367501,-40.33174120458052
LSR0001,Luis Correia-PI,Greenfield,Ativo,2024-05-21 18:43:43,-2.884595481335702,-41.65857245128055
LSR0002,Luis Correia-PI,Greenfield,Ativo,2024-05-21 18:43:51,-2.8946443447136856,-41.633166613571696
PTA0001,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:46:12,-9.382851,-40.506155
MGS0005,"Fronteiro, Milagres-CE",Greenfield,Ativo,2024-11-01 20:51:07,-7.299945,-38.887769
SOP0004,"Assunção, Solonópole-CE",Greenfield,Ativo,2024-11-06 13:25:41,-5.795304,-39.14552
VZG0006,"Canindezinho, Várzea Alegre-CE",Greenfield,Ativo,2024-11-14 11:35:25,-6.712864,-39.13348
HDA0002,"Irajá, Hidrolândia-CE",Greenfield,Ativo,2024-11-14 11:35:44,-4.362694,-40.470139
MAC0004,"Panacuí, Marco-CE",Greenfield,Ativo,2024-11-14 11:36:00,-3.222932,-40.415651
UBJ0008,"Nova Veneza, Ubajara-CE",Greenfield,Ativo,2024-11-14 11:36:12,-3.8462491303525854,-41.00567222144094
SPM0005,"Engenheiro José Lopes, Senador Pompeu-CE",Greenfield,Ativo,2024-11-14 11:36:44,-5.680788,-39.436395
VJT0003,"Jatobá, Varjota-CE",Greenfield,Ativo,2024-11-14 11:37:18,-4.248281703749405,-40.52205620792028
PTY0002,"Gados dos Rodrigues, Pacoti-CE",Greenfield,Ativo,2024-12-12 19:54:27,-4.169031799005208,-38.865833300000226
ICA0003,"Ema, Iracema-CE",Poste de Concreto,Ativo,2024-12-19 13:40:06,-5.778749,-38.338629
LNT0009,"Espinho, Limoeiro Do Norte-CE",Poste de Concreto,Ativo,2024-12-19 13:40:32,-5.121428,-38.137443
CAY0004,Ceará-Mirim-RN,Greenfield,Ativo,2024-01-08 18:12:14,-5.638444,-35.432278
ACX0004,"Carmelândia, Alcântaras-CE",Greenfield,Ativo,2024-05-21 18:35:39,-3.594907,-40.514608
PTA0013,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:00,-9.365169,-40.50116
UBJ0009,"Chapada, Ubajara-CE",Greenfield,Ativo,2024-12-12 19:54:19,-3.83489,-40.855834
BJM0006.1,Belo Jardim-PE,Greenfield,Ativo,2024-12-26 18:50:07,-8.325235,-36.420671
AAU0008.1,"Vilarejo, Acaraú-CE",Greenfield,Ativo,2025-01-06 12:34:56,-2.826852,-40.237376
BRK0002.1,"Lagoa do Barro, Barreira-CE",Greenfield,Ativo,2025-01-06 12:38:48,-4.35208,-38.553525
CATR0002.2,"Curralinhos, Caturite-PB",Greenfield,Ativo,2025-01-07 20:02:42,-7.418472,-36.045083
BTT0006.1,"São Sebastião, Baturité-CE",Greenfield,Ativo,2025-01-15 15:01:19,-4.295994,-38.827532
FLA0143,Fortaleza-CE,Rooftop,Ativo,2023-09-11 11:58:42,-3.731887383237003,-38.46671793855671
GUS0002,Garanhuns - PE,Greenfield,Ativo,2024-05-21 18:44:41,-8.882611,-36.495917
GUS0003,Garanhuns - PE,Greenfield,Ativo,2024-05-21 18:44:45,-8.88004,-36.503021
PTA0002,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:46:15,-9.39025,-40.512639
PTA0004,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:46:24,-9.399457,-40.494185
NTL0059,Natal-RN,Rooftop,Ativo,2024-05-22 15:16:10,-5.818481,-35.212265
JPA0016,João Pessoa-PB,Greenfield,Ativo,2024-05-22 15:18:55,-7.103238,-34.840816
JPA0045,João Pessoa-PB,Greenfield,Ativo,2024-05-22 15:20:57,-7.14661,-34.836179
PQE0003,Pesqueira-PE,Greenfield,Ativo,2024-08-08 14:14:12,-8.356224,-36.683145
MUE0015,"Antônio Marques, Maranguape-CE",Greenfield,Ativo,2024-11-06 13:25:31,-4.089092,-38.928541
JRO0001.1,Jeremoabo-BA,Greenfield,Ativo,2024-12-04 12:04:39,-10.071194,-38.351083
NTL0082.1,Natal-RN,Greenfield,Ativo,2024-12-10 19:38:51,-5.848596087825174,-35.20138571213393
PTA0011,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:46:52,-9.353108,-40.49194
PTA0012,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:46:57,-9.355481,-40.502358
PTA0015,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:10,-9.383796,-40.522659
PTA0017,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:21,-9.4009,-40.545993
PTA0024,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:48,-9.363584,-40.545503
PTA0026,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:56,-9.362543,-40.512957
TSA0019,Teresina-PI,Greenfield,Ativo,2024-05-22 15:26:04,-5.075243,-42.768108
TSA0032,Teresina-PI,Greenfield,Ativo,2024-05-22 15:26:55,-5.104438,-42.750333
TSA0060,Teresina-PI,Greenfield,Ativo,2024-05-22 15:28:51,-5.040972,-42.814444
TSA0063,Teresina-PI,Greenfield,Ativo,2024-05-22 15:29:05,-5.047667,-42.821611
TSA0064,Teresina-PI,Greenfield,Ativo,2024-05-22 15:29:09,-5.039734,-42.830971
TSA0067,Teresina-PI,Greenfield,Ativo,2024-05-22 15:29:22,-5.059722,-42.828889
TSA0081,Teresina-PI,Greenfield,Ativo,2024-05-22 15:30:20,-5.099205,-42.810854
TSA0086,Teresina-PI,Greenfield,Ativo,2024-05-22 15:30:43,-5.106111,-42.802778
TSA0107,Teresina-PI,Greenfield,Ativo,2024-05-22 15:32:23,-5.166389,-42.786972
ACV0003,Arcoverde-PE,Rooftop,Ativo,2024-07-29 17:21:37,-8.415374,-37.058077
VSA0008.1,Vitoria De Santo Antao-PE,Greenfield,Ativo,2024-12-26 19:18:04,-8.130643,-35.292699
PTA0020,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:32,-9.383548,-40.549933
PTA0023,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:44,-9.362347,-40.5336
SHD0001.1,Serra Talhada-PE,Greenfield,Ativo,2024-12-19 13:36:00,-7.989529,-38.298367
PTA0016,Petrolina - PE,Greenfield,Ativo,2024-05-21 18:47:17,-9.38337,-40.535319
BTT0007,"Jordão, Baturité-CE",Greenfield,Ativo,2025-01-31 17:38:15,-4.351672,-38.901769
GSS0004,"Areais Alvas, Grossos-RN",Greenfield,Ativo,2025-01-31 17:38:23,-4.901042,-37.223809
GSS0005,"Comunidade de Valença, Grossos-RN",Greenfield,Ativo,2025-01-31 17:38:28,-4.931197,-37.203225
IJD0004,"Nova Descoberta, Itaporanga D'ajuda-SE",Greenfield,Ativo,2025-01-31 17:38:44,-11.053866,-37.298674
CTS0017,"Águas Belas, Crateús-CE",Greenfield,Ativo,2025-02-19 20:51:39,-5.3693658313113986,-40.69011255581685
AIR0005,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:20:46,-9.758702,-36.667696
AIR0008,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:20:58,-9.723491,-36.663712
PTA0032,Petrolina - PE,Greenfield,Cancelado,2024-12-26 20:43:27,-9.390333,-40.466823
PTA0034,Petrolina - PE,Greenfield,Cancelado,2024-12-26 20:43:34,-9.316691205017863,-40.46811321920931
PTA0035,Petrolina - PE,Greenfield,Ativo,2024-12-26 20:43:38,-9.390513,-40.5421
PTA0036,Petrolina - PE,Greenfield,Ativo,2024-12-26 20:43:41,-9.441049353994329,-40.56663818121312
TSA0124,"Tapuia, Teresina-PI",Greenfield,Cancelado,2025-01-10 17:57:26,-4.95768,-42.730168
BBB0019,"Boqueira de Casário, Beberibe-CE",Poste de Concreto,Cancelado,2025-01-10 18:02:10,-4.591194,-38.211683
TSA0134,"Fazenda Soares/ Agrovila do Pa Fazenda Soares, Teresina-PI",Greenfield,Cancelado,2025-01-16 10:48:14,-4.9154450071971,-42.80902547987994
TSA0135,"Esperança, Teresina-PI",Greenfield,Cancelado,2025-01-16 10:48:18,-4.90321593191,-42.8406386634
MIPA0004,"Agrovila do Pa Iracema, Murici Dos Portelas-PI",Greenfield,Cancelado,2025-01-16 10:48:29,-3.28048,-41.934799
MIPA0003,"Vila José França da Rocha/Passagem das Canoas, Murici Dos Portelas-PI",Greenfield,Cancelado,2025-01-16 10:48:32,-3.221166,-41.977898
BIL0002,"Barra do Longá, Buriti Dos Lopes-PI",Greenfield,Cancelado,2025-01-16 10:48:52,-3.153355,-41.926099
BIL0003,"Estreito, Buriti Dos Lopes-PI",Greenfield,Cancelado,2025-01-16 10:48:56,-3.326002,-41.888267
MCO0034,Maceio-AL,Greenfield,Cancelado,2025-01-31 18:49:13,-9.6167,-35.706357
MCO0060,Maceio-AL,Greenfield,Cancelado,2025-01-31 18:57:55,-9.593758970294676,-35.726842385247856
MCO0069,Maceio-AL,Greenfield,Cancelado,2025-02-13 17:58:50,-9.578528,-35.787806
MCO0090,Maceio-AL,Greenfield,Cancelado,2025-02-13 17:59:55,-9.543472,-35.758889
RGO0001,Rio Largo-AL,Greenfield,Cancelado,2025-02-13 20:55:53,-9.528194,-35.797417
BIL0002.1,"Barra do Longá, Buriti Dos Lopes-PI",Greenfield,Cancelado,2025-03-14 18:45:46,-3.153355,-41.926099
MCO0009.1,Maceio-AL,Greenfield,Cancelado,2025-03-12 14:38:46,-9.650043,-35.742555
JGN0006,"Borges, Jaguaruana-CE",Greenfield,Ativo,2024-11-06 13:25:28,-4.904861,-37.886
CTS0011,"Assis, Crateús-CE",Greenfield,Ativo,2024-08-26 15:10:23,-5.005086,-40.840821
XXQ0004,"Baixo Irecê, Xique-Xique-BA",Greenfield,Ativo,2024-09-05 13:11:12,-10.521499,-42.571827
MCO0071,Maceio-AL,Greenfield,Cancelado,2025-02-13 17:58:59,-9.574184,-35.767029
MCO0105,Maceio-AL,Greenfield,Cancelado,2025-02-13 18:00:49,-9.567223,-35.7162
MCO0107,Maceio-AL,Greenfield,Cancelado,2025-02-13 18:00:53,-9.581584,-35.718738
INT0008,Itabaiana-SE,Greenfield,Cancelado,2025-02-26 19:16:38,-10.673312,-37.430907
AIR0011,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:21:10,-9.745716,-36.649506
AIR0023,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:22:00,-9.707137,-36.677788
MCO0034.1,Maceio-AL,Greenfield,Cancelado,2025-03-12 11:13:43,-9.616718,-35.706055
AJU0027,Aracaju-SE,Greenfield,Cancelado,2025-03-31 20:33:27,-10.916382,-37.083043
AIR0011.1,Arapiraca-AL,Greenfield,Cancelado,2025-04-15 12:18:23,-9.746707,-36.649299
NCZ0003,"Primeira Lagoa, Nova Cruz-RN",Greenfield,Cancelado,2024-08-08 14:02:08,-6.473828,-35.520239
VSA0008,Vitoria De Santo Antao-PE,Greenfield,Cancelado,2024-08-08 14:15:28,-8.129918140716406,-35.294277019448934
SZC0008,Santa Cruz Do Capibaribe-PE,Greenfield,Cancelado,2024-09-05 13:33:32,-7.953816555137151,-36.19710132233046
PUB0001,Pacatuba-CE,Greenfield,Cancelado,2023-09-12 14:53:44,-3.889444,-38.6075
TSA0012.1,Teresina-PI,Greenfield,Cancelado,2024-12-30 13:03:14,-5.071393,-42.757147
MCO0101,Maceio-AL,Greenfield,Cancelado,2025-02-13 18:00:37,-9.580967,-35.803089
IJB0002,"Alto do São Francisco/Quatis, Ibirajuba-PE",Greenfield - Compartilhado,Cancelado,2025-02-25 12:29:29,-8.617716,-36.266161
AIR0019,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:28:05,-9.727793,-36.678049
AJU0037,Aracaju-SE,Greenfield,Cancelado,2025-03-31 20:34:11,-10.934684,-37.073143
CRU0042,"Xicuru, Caruaru-PE",Greenfield,Cancelado,2025-05-02 19:30:17,-8.238674,-36.048992
NTL0041,Natal-RN,Rooftop,Ativo,2024-05-22 15:15:38,-5.785356369956268,-35.2061255007075
QXA0009,"Cipó dos Anjos, Quixadá-CE",Greenfield,Ativo,2024-11-14 11:36:56,-5.011832,-38.729531
PCZ0008,"Valparaíso, Picos-PI",Greenfield,Cancelado,2024-05-21 18:44:33,-7.09092,-41.345913
LSR0004,"São Benedito, Luis Correia-PI",Greenfield,Cancelado,2025-01-16 10:48:37,-2.969207,-41.593604
CGDP0002,"Canela de Velho, Campo Grande Do Piaui-PI",Greenfield,Cancelado,2025-01-16 10:48:49,-7.181932,-41.091344
AKP0002,"Serra Velha, Alagoinha Do Piaui-PI",Greenfield,Cancelado,2025-01-16 10:49:03,-7.087667,-40.968029
PTA0037,Petrolina - PE,Greenfield,Ativo,2024-12-26 20:43:45,-9.453775,-40.589361
FLA0108,Fortaleza-CE,Rooftop,Ativo,2023-09-11 11:55:34,-3.746421,-38.498526
MAH0007,"Gameleira de São Sebastião, Missão Velha-CE",Greenfield,Ativo,2024-11-14 11:37:01,-7.411169,-39.214941
PES0005,"Cruzes, Panelas-PE",Greenfield,Cancelado,2025-05-02 19:30:13,-8.66133,-36.102531
MCO0050,Maceio-AL,Greenfield,Cancelado,2025-01-31 18:50:19,-9.615995,-35.717085
AIR0004,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:20:42,-9.768111,-36.649028
AIR0016,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:21:33,-9.78533,-36.65625
AIR0024,Arapiraca-AL,Greenfield,Cancelado,2025-02-28 20:22:03,-9.714417,-36.705083
AIR0025.1,Arapiraca-AL,Greenfield,Cancelado,2025-04-28 17:56:28,-9.720024,-36.724101
BQS0001,Barra Dos Coqueiros-SE,Greenfield,Cancelado,2025-05-05 13:11:15,-10.903108,-37.03541
INT0008.1,Itabaiana-SE,Greenfield,Cancelado,2025-05-06 12:24:54,-10.672968,-37.43064
AIR0005.1,Arapiraca-AL,Greenfield,Cancelado,2025-05-09 15:57:26,-9.758832,-36.66817
SCV0003.1,Sao Cristovao-SE,Greenfield,Cancelado,2025-06-03 16:20:21,-10.928575,-37.112364
JNE0003,Juazeiro do Norte - CE,Greenfield,Cancelado,2024-01-08 18:07:04,-7.212776,-39.315787
MCO0034.2,Maceio-AL,Greenfield,Cancelado,2025-05-20 14:01:36,-9.616718,-35.706055
CRU0001,Caruaru-PE,Greenfield,Cancelado,2024-05-22 15:13:49,-8.283614,-35.967626
CRU0004,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:01,-8.27023,-35.977779
CRU0005,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:05,-8.279232,-35.976298
CRU0007,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:12,-8.285564,-35.983196
CRU0009,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:20,-8.266654,-35.988998
CRU0010,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:24,-8.273478,-35.996939
CRU0011,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:28,-8.282537,-35.992917
CRU0012,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:33,-8.29841,-35.975231
CRU0013,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:37,-8.300865,-35.964889
CRU0014,Caruaru-PE,Greenfield,Cancelado,2024-05-22 15:14:41,-8.293835,-35.966033
CRU0016,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:50,-8.279197,-35.959163
CRU0017,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:55,-8.2724,-35.961057
CRU0018,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:14:59,-8.26496,-35.958208
CRU0020,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:15:07,-8.274376,-35.951887
CRU0021,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:15:11,-8.285737,-35.945468
CRU0022,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:15:15,-8.279078,-35.936142
CRU0023,Caruaru-PE,Greenfield,Ativo,2024-05-22 15:15:20,-8.279319,-35.922942
CRU0026,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:32,-8.295069,-35.985922
CRU0027,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:35,-8.280624,-36.004171
CRU0028,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:38,-8.272072,-36.008976
CRU0030,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:41,-8.251269,-36.020386
CRU0031,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:45,-8.256611,-35.992149
CRU0032,Caruaru-PE,Greenfield,Ativo,2024-07-09 18:59:49,-8.25924,-35.978446
CRU0024,Caruaru-PE,Greenfield,Ativo,2024-07-17 18:12:37,-8.309839,-35.97375
